TWEET,true_emoji,pred_emoji
I actually almost got emotional at having PSL because summer is over,sob,flushed
Better bet I'm going all out for Spirit week.,yum,flushed
It use to be like that I bet my sister feels the same way now,weary,wink
Wake him up by mounting his ass...bet he'll wake up then,wink,weary
I bet this is what you had in mind,wink,smirk
that's a bet. ️,relaxed,blush
hey bighead,wink,sob
I want some donuts with a Starbucks frappuccino,sob,weary
I'm almost sure we've done this before,sob,relaxed
Y'all be hyping up the dominos pasta dishes it wasn't good,sob,weary
I pick all of them but specially the first one,yum,relaxed
I bet it was,blush,wink
I can take you to McDonalds,blush,weary
Why the do mullatto like that,sob,weary
Craving a dominos,weary,yum
I bet they are! Feel sorry for you,weary,wink
Walmart run,yum,grin
Enjoyed starbucks and talking with a good friend!,blush,heart_eyes
"Yes ate! I bet you'll do great, ikaw pa. Excited na din ako for you",grin,heart_eyes
"Bet this isn't their first kid taken away bet they still ""another chance to parent"" ️ America is so great ️",relaxed,blush
PL. (@ Starbucks in Coyoacan w/ ),heart_eyes,sob
love Starbucks,grin,heart_eyes
Subway sounds so good,weary,yum
I bet #Oomf taste like pink starburst,yum,wink
I want subway or way back burger,weary,blush
"when you eat at Subway, what do you get?",yum,weary
Really want a subway,sob,weary
stupid Starbucks,sob,grin
#debates I bet she won't even show up,flushed,blush
I BET EVERYTHING ELSE IS TOO FAM,smirk,blush
I got my subway,heart_eyes,weary
"""If a hater snatch ya chain I bet it still won't free you""",weary,smirk
I bet you are,smirk,wink
You Already Know ️,relaxed,wink
Starbucks,heart_eyes,yum
bet I will wait for u we can get some together ️ nd Nipples !! ️,relaxed,grin
Bet is checking his twitter on half time,grin,flushed
want mcdonalds,sob,weary
oh ok bet,blush,wink
"I miss you, you're so cute",yum,weary
owwwe bet,yum,smirk
"As if being in the mountains wasn't enough, now they serve SB",blush,yum
She's not crazy like me I bet u like that,blush,smirk
"She'll always have a special place in my heart , bet that",grin,weary
Bet y,sob,weary
ayo lmfaooooooo... it bet not!,weary,grin
we just happen to go to starbucks on the day they half 1/2 off all caramel things,blush,wink
Just got a new record at McDonalds,smirk,weary
Bet my whole savings I'm the worlds biggest procrastinator,weary,blush
"that's like 11 copies behind, I bet Britney is selling 20 copies",flushed,wink
"No, we don't warm them up",blush,sob
Boii be the best shit ever,weary,heart_eyes
LOL BET,smirk,heart_eyes
got subway cookies,blush,heart_eyes
I bet you did,blush,wink
Subway cookies are so good,heart_eyes,sob
Starbucks,grin,yum
okay okay bet,blush,smirk
I bet,sob,weary
Someone take me to Starbucks,blush,weary
bet that!,weary,blush
Bet I go all 4 years of Hs without getting asked to a dance️,blush,smirk
okay bet,yum,blush
dis so bloody,sob,weary
I BET,wink,sob
super late night and a rough school and work day and brings me Starbucks to work the best bf ️,relaxed,sob
Waiting for my dominos to get here,heart_eyes,weary
bet you won't,smirk,blush
wanna bet,blush,weary
Starbucks,wink,heart_eyes
I don't know what you're talking about,flushed,blush
I really want some subway,yum,heart_eyes
mommy got me mcdonalds,blush,weary
and you can bet your sweet bippy he's missing you,wink,heart_eyes
What I was just telling my dad.,blush,heart_eyes
Fr subway gone be so with me,weary,sob
She's bad af,heart_eyes,weary
i love so much that they are opening one the street from my office,grin,blush
McDonalds cookies are,heart_eyes,weary
bet that ma,wink,smirk
i bet,yum,weary
H8 MYSELF FOR DROPPING MY PHONE IN A CUP OF STARBUCKS AND LOSING ALL MY PICTURES,sob,heart_eyes
I bet you gonna be cuffed by that time though ️️,relaxed,wink
"how herlin switch sides, bet",sob,smirk
Oh yeah..but i bet you would be really looking more beautiful than them in reality *fingers crossed*,blush,weary
No need to mute. I'm sure she blocked before anyone could respond.,smirk,wink
I ain't gonna lie Volkswagen killed it,heart_eyes,relaxed
Bet you won't @ them,smirk,wink
I want Starbucks,sob,weary
CRINE,sob,weary
why would you do this,sob,heart_eyes
I bet,blush,sob
I just want some Starbucks,weary,sob
My two favs,heart_eyes,sob
Subway sounds so good right now,weary,yum
Starbucks somebody please!,weary,yum
It was Harry's,smirk,heart_eyes
Who doesn't? I bet Auraa will die if she sees the new pics,grin,weary
oh shit haha I bet it was worth it though!,flushed,wink
Someone please get me subway,sob,yum
man bet you a juice pack from walmart. i'm sick of seeing you like this,sob,heart_eyes
really craving starbucks rn,yum,weary
Bet no one saw this coming,wink,smirk
No actives here I bet,weary,smirk
Starbucks sounds so good rn,yum,weary
Starbucks,sob,yum
I saw this at my local Walmart and snagged one!,blush,sob
I want Starbucks,yum,weary
i bet it do,blush,wink
(at Starbucks) [pic] —,blush,yum
omg I bet,weary,sob
And they bet not open fa business again,blush,heart_eyes
someone should hook me up with an iTunes and/or Starbucks gift card for my birthday,yum,weary
seriously!! subway cookies &amp; polar pops,sob,yum
i bet ya! nigga i bet ya!,wink,weary
Is that a condom on his foot????!!!,weary,flushed
you're welcome,grin,wink
bet your gutted,weary,grin
"bet, I'll take you out to eat after your L",wink,sob
"Starbucks study dates = classic, soothing music &amp; coffee",heart_eyes,weary
aight bet,smirk,wink
I want Starbucks,sob,weary
Bet your ass I would,yum,sob
dude I bet!! Y'all 2 are goofballs,wink,weary
What hood target is this. The ones at the top row all used,flushed,relaxed
Bet you'll still catch me wit a smile tho,blush,grin
Craving subway,yum,weary
I should've bet for that money this morning about the Texans lol,sob,wink
I NEED STARBUCKS,flushed,weary
arrd bet that ️,relaxed,smirk
"""Fucked him in the Lexus""",yum,heart_eyes
That's a bet,heart_eyes,blush
Imagine how much money I will be spending on Starbucks everyday,flushed,blush
I bet no one among the subject of this tag will react nor participate but i dare ya tho ELNELLA For TAYO NA,smirk,sob
"I bet they said they invented the dual camera with depth sensor and stereo speakers. Oh and the color ""jet black"" . HTC M8",wink,weary
Quiero un subway,sob,yum
I bet drive careful !,weary,smirk
"yes, she's got a tumblr account too I bet",sob,grin
i bet tree man serves free sweat tea to new members,flushed,weary
Now they wanna play us on regular TV! Yea I bet....#KNICKS #TEAMKNICKS #NYK4LIFE…,wink,heart_eyes
#konnect waambiee wanipee sure bet hapa i need money joh,grin,wink
these boys shooting 20 bet 20,flushed,wink
you aren't the only one. I bet a lot of people are. But the main thing is we have our boys back ️,relaxed,blush
"Okok bet , thanks!",smirk,wink
Bet he don't compliment you like I do,smirk,sob
you bet innocence is intact...hai na,yum,heart_eyes
I want starbucks.,heart_eyes,weary
"""Sam you going D1?"" Hah jokes. ""Nope but my boyfriend is"" ️ Bet that wasn't expected",relaxed,smirk
Got the kids a booster juice and myself a Starbucks. Now to run some errands. #caffeinated #blogger #momlife,smirk,heart_eyes
i bet I so horny wish you was in bed with me,wink,smirk
C brought me subway for lunch today at work,smirk,weary
I bet,wink,weary
really want a vanilla bean frappe from Starbucks,weary,heart_eyes
Starbucks,heart_eyes,yum
I laugh in my head cause I bet that my ex looking back like a pillar of salt,sob,wink
OH MY GOODNESS,heart_eyes,weary
I want some starbucks,yum,weary
ugh I bet,sob,weary
YASSSSS BAEEE i finessed that lil edit,heart_eyes,sob
Needa a boy to take me to haunted houses &amp; watch hocus pocus &amp; get Starbucks,weary,sob
word bond bet you never run up again,sob,wink
Funny how it as gone from #Wengerout to #KroenkeOut bet we're in for one hell of a show this season,blush,smirk
Someone be so kind and bring me Starbucks,weary,sob
really want Starbucks,weary,yum
I really want Starbucks,grin,weary
A large caramel frappé from Starbucks sounds real good rn,yum,weary
i bet,sob,blush
The lady at Starbucks said I looked like a Rachel,blush,smirk
some dude just put the ash end of a cig in his mouth kels goes bet he's voting for trump,sob,weary
Somebody bring me McDonalds,sob,wink
Katie got me Starbucks I'm crying,heart_eyes,weary
I swear,yum,sob
Le chinois en face du Subway vend des frites tom ma dit,yum,weary
ayeeee bet umma hold you to that,blush,sob
cie bet jimin,heart_eyes,smirk
Really want some subway,yum,weary
"Idk what I miss more: T-bell, good data, icee, Starbucks, or my squad",heart_eyes,sob
Subway giving out free 6' subs for T-Mobile today,blush,yum
lol bet,smirk,blush
I want Starbucks wtf.,sob,weary
ill pay you 400$ to stay the same..,heart_eyes,relaxed
I bet I know,smirk,blush
Can you believe that I heard Paris live.... Like they really did that wtf I bet its because Oklahoma kinda looks like Paris,heart_eyes,flushed
I really wanna drive to petro rn to get me a psl from starbucks,yum,weary
Smell them and,heart_eyes,weary
you're so right,sob,wink
Omg You Right ! 2 Hibachi &amp; 2 Subway,yum,weary
I bet when Ibra retires he'll turn to crime. The guy looks like a true Don,wink,blush
bet Mcs still be open,sob,wink
I bet,sob,weary
I bet,smirk,weary
starbucks,heart_eyes,yum
I bet #GBBOTwitterBakeAlong,heart_eyes,blush
Dominos on the way,yum,weary
bet you replayed it.,blush,sob
bet u won't @ nun,smirk,relaxed
mcdonalds cookies ain't got shit on panera cookies idc idc idc.. panera cookies BANG,sob,weary
Ignoring my text ? Awe bet,wink,blush
bet that idk if it was the right one or not,yum,smirk
"oh fr ? That's a bet bitch, see you there best friend",wink,weary
#VMAs before black twitter became outspoken. The vmas performers were 98percent white. Last 2 years they have become the bet awards,sob,smirk
My dude said bet instead of B.E.T. I'm weak,sob,blush
Starbucks,weary,yum
The barista at Starbucks just gave me my coffee for free and I was hired as a voice teacher. Happy Wednesday,blush,relaxed
I had missed all my Starbucks babes so bad. But now I have to go back to my shitty store,sob,weary
Now they wanna play us on regular TV! Yea I bet....#KNICKS #TEAMKNICKS #NYK4LIFE…,wink,heart_eyes
"I'm willing to bet this conversation went something like this... ""Hoe ass…",weary,smirk
and last night I finally got to hold up my end of the bet ️,relaxed,wink
broo bet !! You know if she going I'm going for sure,sob,wink
SUBWAY,heart_eyes,yum
"""Getcho ass out my restaurant""",sob,heart_eyes
I got the job at Walmart to,smirk,weary
Starbucks sound bomb rn,heart_eyes,sob
dude I bet but text me back.,weary,wink
Bet that up,sob,blush
Caramel waffle cone,heart_eyes,sob
I'm Gonna Basically Live In Starbucks During The Fall,blush,heart_eyes
Yeah. STARBUCKS,smirk,yum
yuh serious yuh trippen,flushed,heart_eyes
"Just had the #tripletreatbox from it's a YES from me, those brownies #boxenvy",weary,grin
Starbucks is a definite necessity in the morning,weary,heart_eyes
Maria just used her Starbucks blender to make a 4 Loko Margarita,sob,blush
"but I bet they all be at the party tomorrow ""Hey Boo""",wink,heart_eyes
I really want Starbucks,sob,weary
I bet he just wishes that pillow was a girl,weary,smirk
bet you never thought you'd be able to say that,blush,weary
so y'all weren't going to ask me? bet,blush,relaxed
I bet the little dude is missing you so much right now!,flushed,blush
"He is indeed, his name says it all, muzamubwire aze Twitter ahubwo",wink,sob
Craving starbucks,heart_eyes,weary
I bet,flushed,weary
She just don't know bout me I bet he ain't tell you that,wink,smirk
I bet I know why,smirk,wink
SOS MCDONALDS IS SELLING MCGRIDDLES ALL DAY MY PRAYERS HAVE BEEN ANSWERED,heart_eyes,yum
i should be at school tomorrow,wink,heart_eyes
Gimme gimme gimme,heart_eyes,yum
Lmao thanks,yum,sob
"Since my dad won't buy me a Volkswagen bus, I'll settle for my parking spot having one",heart_eyes,weary
Having others order my starbucks is the most dreadful situation for me,flushed,heart_eyes
Need some Starbucks,heart_eyes,weary
I completely forgot about my bet on Skybet too imagine... Please,flushed,wink
oh really? I bet you couldn't cause I'm an angel,blush,sob
Bet Everyone fightin had knots in the back of the head,sob,wink
The right one please,grin,weary
PSA: All Starbucks bakery items are $1. Today only.,blush,yum
You bet,wink,blush
I just want a hoodie that says: She can suck down a mean one... And have a Starbucks Frappucino on the back.,wink,blush
bet it,sob,blush
Mcdonalds money,sob,yum
you bet!,wink,blush
I bet it is,wink,smirk
Starbucks is calling my name,weary,yum
okay bet,smirk,blush
bet you look sexy with that chubby face,wink,relaxed
I would really love a venti java chip frappucino right now from tbh.,sob,blush
Soft baked cookies from Mcdonalds,heart_eyes,weary
lmao bet,blush,grin
I should've bet on this game cause warren bout to win !,blush,flushed
I want Starbucks,sob,weary
I bet,sob,weary
My exact thoughts too,smirk,sob
Currently crying bc Made my drink from starbucks bomb af,sob,weary
bet that folk,sob,blush
Yeah,heart_eyes,sob
bet my bed is already waiting for u,grin,sob
bet if you'd stand infront of moms car while im in it ill roll you over .,blush,sob
I bet no one can beat my high score on Hexavoid,heart_eyes,smirk
Bet cause you know i ride that bitch for hours,sob,wink
I want Starbucks and donuts,sob,weary
When you're not the one on the tube eating Mcdonalds thats when you realise how much it actually stinks!,sob,grin
Leicester City used to be a straight win kinda bet last season.... Biko not anymore,sob,smirk
bet you did,sob,smirk
I want a pumpkin spice latte from Starbucks,sob,weary
And I bet you miss me don't ya,blush,sob
Too cute! Lucky girl! I bet she will be so loved!! ️️,relaxed,blush
lol bet,wink,blush
I bet,sob,weary
i bet,grin,blush
lol I bet you was like who is this,sob,wink
Wish subway was open all day,sob,heart_eyes
Starbucks get all my money,weary,relaxed
Starbucks has almond milk now,yum,heart_eyes
bet your best friend didn't do this for your bday,blush,wink
now that i can sleep in i bet i wake up early &amp; energized tomorrow,weary,sob
Craving for starbucks tak shabar nk balik,yum,blush
Omg You Right ! 2 Hibachi &amp; 2 Subway,yum,weary
bet wicksy woulda shagged his daughter #jeremykyle,sob,wink
i bet in 2 days you gone tweet how you wanna beat her ass,sob,blush
I know I would,weary,blush
Sounds good,weary,blush
I bet that's what's going on,sob,wink
"Nah, you shoulda married Jarule fam",sob,weary
you bet he did,blush,relaxed
bet I was bouta change into ya gym too,weary,sob
I bet you are,smirk,wink
No better feeling than getting a free drink at Starbucks,heart_eyes,weary
I bet you could do that too. gotta teach me,weary,smirk
I done type this boy a whole essay I bet he think I'm crazy,grin,wink
Oh bet ... 2 can play at this game,wink,relaxed
"On god this is me , I'm boring",sob,weary
pan dulce &amp; starbucks for breakfast,yum,weary
all this $5 DC toys and I'm sitting here waiting for them. I bet you they'll be back @$20 when i find them,sob,relaxed
I bet meet at least 2 Kayla's every year,sob,smirk
Ah gotcha. Well have fun. Bet u have better internet there huh?,flushed,blush
I want Starbucks,yum,weary
I swear Subway is so damn good,heart_eyes,weary
Bet you're jealous,wink,smirk
that's a bet,smirk,grin
Oh shit,sob,weary
You sound good,wink,weary
loser have my $5 ready,blush,yum
my heart,heart_eyes,weary
I bet you win best camp counselor every year,blush,smirk
"Jokes on you tornado, kokomo has TWO starbucks",smirk,blush
Target 186itz k..go mah byzo..,wink,heart_eyes
I want Starbucks,sob,weary
Yes bet imma send you the preview now,blush,weary
"ardd bet, I'm sliding",sob,smirk
I bet she got that snapback and I don't mean hats,smirk,wink
I want Starbucks,sob,weary
I bet this is how kenny smiled at him I-,sob,heart_eyes
damn.. I bet.,weary,sob
bet just hmu,blush,smirk
bet you can't wait,blush,wink
I want Starbucks so bad,sob,weary
someone bring me a vanilla bean frap from starbucks,weary,sob
I bet,weary,smirk
Subway,grin,yum
swear??? Bet and thanks kid ️,relaxed,sob
Lol bet ️,relaxed,smirk
Ard bet hmu,smirk,blush
don't care what anyone else says dominos pizza's are the best pizza's,heart_eyes,relaxed
Singers are the biggest hoes,sob,smirk
Starbucks cravings,flushed,wink
When the gym homie at Walmart hooks up your purchases so that you have enough to buy everything,heart_eyes,wink
bet I do,blush,wink
on dumb shit I bet,sob,smirk
but this subway I'm about to get for me &amp; Ronnie is bout to be so good,yum,sob
Kmsl that's a bet baby️,relaxed,smirk
Bet 1 is completed,smirk,sob
That's a bet,smirk,blush
lol bet ️,relaxed,wink
Bet when you saw this you automatically thought of Kayla and I,sob,wink
Anybody want to go to Starbucks with me?️,relaxed,weary
I bet,wink,weary
been here since 2011 &amp; you can bet I can name all of your music ️,relaxed,blush
welp. Bet she won't make anymore off handed comments,flushed,smirk
that's a bet,heart_eyes,smirk
I bet they are imagine marrying your childhood sweetheart xx,heart_eyes,wink
Starbucks is a need rn #draggin #Monday,sob,weary
skip bet 7.....just call the next one bet 7,wink,relaxed
that whole verse Bryson killed it,weary,sob
"willing to bet there is more sugar in corn, which as we know is bad for you",wink,grin
"*drools* I'll bet that jerky is delish, I can almost smell it from here! #zshq",blush,weary
bet I wanna do that but I'm tryna go to like San Antonio or something,weary,blush
Bet he pulls bitches tho,smirk,sob
I'm craving Starbucks,sob,weary
That's a bet baby.,smirk,sob
Said the same with that papa johns I had the other night,weary,sob
I bet the neighbors know my name,wink,smirk
Haaaaa bet,smirk,blush
Morning shifts got me like #McDonalds #coffee #morningmess #ckrw #multitasking #CFmomlife #kindermom,flushed,wink
"all I want is starbucks, a movie, and a nap with my hubby",sob,blush
be driving you up a wall I bet . You strong.,weary,relaxed
I'm having Starbucks withdrawals it's been too long :(,weary,sob
bet ya come with that bullshit i bet you gon make da tv,smirk,blush
Yeah!,wink,blush
ard bet️,relaxed,blush
someone pls bring me a pumpkin spice latte from starbucks,sob,weary
I want Starbucks,sob,weary
wanna bet chef,wink,sob
I got my Starbucks,heart_eyes,relaxed
"It's so hard not to get chick-Fil-a, Starbucks, or subway when it's all free whenever I want",sob,yum
"bet nobody that you been with even know you a freak, right? u kno u only do that with me",smirk,wink
okay bet ️,relaxed,wink
I have chills looking at this,heart_eyes,flushed
I bet we all regret raising our hands like traffic warden,flushed,weary
so basically you want diabetes,flushed,weary
Holy,flushed,sob
bet he won't,weary,smirk
oh I bet,smirk,weary
All na Sub in summary,grin,sob
"지니 1위 is trending in korea, I bet kshawols r also monitoring the charts",blush,sob
I want Starbucks so bad right now,heart_eyes,sob
Bet y'all ain't know he piss in the bed,flushed,sob
I bet you hate seeing me being RTd all up and down your TL,blush,weary
okay bet️,relaxed,smirk
"""bet nobody you been with even know you a freak you know you only do dat with me""",smirk,yum
Starbucks,blush,yum
We gone see big dawg I bet not catch u on this bitch in ya feelings,weary,smirk
"I bet, that thing was not playing around",flushed,grin
the dude w/ the beard at Starbucks lit,sob,weary
Starbucks,weary,yum
Someone buy me Starbucks,sob,weary
I bet this smells amazing,heart_eyes,blush
When Yolanda gets you mcdonalds,heart_eyes,weary
My favorite,yum,weary
people really need to stop underestimating me,smirk,weary
i really am craving mcdonalds rn,weary,heart_eyes
"but the next bitch that you love , I bet I make that hoe my bitch",blush,sob
"""just what I needed "" *with a picture of Starbucks*",yum,sob
i want some subway,sob,weary
i bet.,weary,wink
I bet the threads showing already after one u-turn,sob,flushed
(@ Starbucks),smirk,blush
I bet you hate seeing me being RTd all up and down your TL,blush,weary
I bet,wink,weary
Subway cookies b the BEST,heart_eyes,weary
Bet you fake as fuck,blush,smirk
Bet loves big black cock,wink,smirk
Subway cookies,heart_eyes,weary
Erm.... Thanks for the artwork! #willy,flushed,heart_eyes
real af thank you.,blush,sob
My brain is fried. I deserve some starbucks,yum,weary
You can ask your lady bet I drove her crazy,wink,smirk
Bet I make you a believer,smirk,grin
I bet homeboy with the Sombrero did all the work,wink,sob
I bet he's straight,sob,heart_eyes
yes starbs date,heart_eyes,sob
"My god, bet these are absolute heaven!!",heart_eyes,blush
You can go ahead &amp; bring me some today,smirk,wink
bet... I'll message you soon,smirk,wink
"Im so hungry , I want some mcdonalds breakfast.",sob,weary
I meannnn you can pearl but,smirk,weary
alright bet,blush,smirk
I bet,smirk,weary
bet your gutted,weary,grin
"Nigga said ""its BET weekend""",weary,smirk
bet so will I,weary,wink
your best bet,blush,sob
"bet , we're dating now",wink,smirk
Craving Subway,weary,sob
Vote na 3 hours left!,wink,sob
It's national iced tea day I'll be there in a bit,yum,weary
girl foreal .. I bet they like I been seeing that lil bitch,weary,smirk
okay bet,yum,blush
"Nicki Minaj, BET 2013. She looks so GOOD",heart_eyes,sob
Bet she wont try this one,sob,wink
But I bet you put one on and would kill it,smirk,weary
Bet you do,grin,relaxed
LMFAOOO bet,sob,flushed
but I bet he thinks about yall,blush,grin
"INTEREST MEETING in the Internet cafe (Starbucks), will have refreshments ️ #ncwc #ncwc20",relaxed,wink
️ samii️️️ Imy ily I wanna see you and go on Starbucks dates,relaxed,heart_eyes
we not replying? bet.,blush,smirk
Strawberry milkshake that's the only good thing,yum,relaxed
Cravings,yum,sob
Subway,wink,yum
Walmart gift cards come in handy,weary,sob
I bet,blush,weary
"I bet you'll start loving me , soon as I start loving someone else, Somebody better than you",blush,smirk
u bet we do,grin,wink
This gone be me and my girl at prom bet,wink,flushed
This is literally me,weary,sob
"Honestly, Starbucks coffee is life",heart_eyes,yum
craving Starbucks,sob,weary
I bet,smirk,weary
bet you and your mlg friend cant beat me and in quickscopes,blush,wink
Drove home and on the way she got me Starbucks. Made my day,blush,heart_eyes
I got subway,blush,yum
really want a vanilla bean frappe from Starbucks,weary,blush
I did and I bet you wont,sob,grin
bet you know I like to turn up,grin,smirk
bet good looks,smirk,blush
bet ok we can play that game ️ !,relaxed,weary
That means I have so much to learn about myself,weary,smirk
Oooooo if I wasn't done before you can bet I am now,blush,sob
I bet he slept so good after that,sob,heart_eyes
I need some starbucks,sob,weary
bet that's not the only pussy that stole your heart,wink,smirk
Tyrique better bring me some McDonalds,weary,smirk
Yea I bet,sob,smirk
Lawsuit,blush,heart_eyes
Whew,sob,weary
I want Starbucks,heart_eyes,weary
Ay bet!!!!!,smirk,sob
Oh my goodness target's shoes right now,heart_eyes,weary
this week has just been such a shitty week i want someone to bring me mcdonalds in the am,weary,sob
you bet!!!,heart_eyes,blush
I bet Parma ain't watchin film rn,smirk,sob
haha! I bet he doesn't make it. Pretty nasty by the end of the day,grin,blush
Ard that's a bet,weary,smirk
I bet y'all seen these comin,wink,sob
bet say no mo,smirk,wink
Subway,heart_eyes,yum
"I've used the line "" you know my name but not my story "" on a picture I fuccckin bet",weary,relaxed
I bet!,grin,wink
16 seconds. Mind how you go. Bet you've got a cracking love life,grin,heart_eyes
In need of starbucks,flushed,weary
When I need starbucks,smirk,heart_eyes
I want Starbucks,sob,weary
#EpicFail #Starbucks @ 18th &amp; State in #Boise. The only bike loop in the plaza and your furniture blocking it.,weary,heart_eyes
I bet his **** is at least 13 inches,weary,smirk
follow me,wink,blush
I bet you didn't have to since your eyes are half closed already,smirk,wink
You lucky I bet his dick was magic,heart_eyes,wink
I loooooooove the way Subway smells,weary,yum
Stop,sob,weary
Someone get Starbucks with me,sob,weary
Hi I bet you can't guess who my twin is..it starts with a C #8DaysToLaLa xox,blush,heart_eyes
"If you love me you would buy me some fro-yo and Starbucks, then ask me to hoco",wink,sob
I bet you guys are!! duh I love babies!,sob,wink
Huge S/O to jorgie for Starbucks and then driving all the way to his house and back just to bring me a jacket,sob,heart_eyes
that's a bet,blush,grin
I bet not fight no bitch over a everybody ass nigga,sob,wink
"I ain't even see that, bet, but I gotta watch out I don't wanna get shot by a white girl",flushed,grin
I'm about to eat subway omg I'm so excited what do you usually get?,heart_eyes,yum
I need Starbucks in my life,sob,weary
Well I bet you are happy @ work when you saw the new pics,wink,relaxed
"That's what the subway maps are for. You know, like the one you snapchatted..",smirk,wink
your welcome &amp; i bet you are,yum,sob
Just got mistaken for Wonder Woman. I bet this never happens to .,grin,wink
Lol bet.,wink,blush
Starbucks,heart_eyes,yum
Me and my uncle just bet money on the Brook vs Sterling,sob,wink
When the barista at Starbucks tells you you're pretty &gt;&gt;,heart_eyes,sob
. bet couple mo weeks and I'm there 🅿,sob,grin
i want starbucks,sob,weary
Let's do it! Starbucks on you? ️,relaxed,weary
Lol that's a bet,wink,smirk
I bet there's piratical erotica too.,flushed,smirk
I don't think this school understands that I need unlimited flex for Starbucks,weary,heart_eyes
SUBWAY,heart_eyes,yum
Vote lang guys,blush,weary
Literally me everyday,weary,sob
ღ Her cuteness makes me cry ღ ღ Bet u smiled ️ ღ (Vine by ),relaxed,sob
Bet here I come with these messages nigga,grin,blush
Last last I know am wearing my old clothes,weary,grin
I loooooooove the way Subway smells,weary,yum
subway,smirk,yum
"you don't, girl, save yo money",sob,heart_eyes
I bet final draft would quit glitching if you made sq canon,wink,weary
lmfaooooo,yum,sob
Holy,heart_eyes,weary
I bet all of the other countries get tired of hearing the National Anthem,smirk,weary
"40• whats one song you tired of hearing ? (( bet not nun of yall say ""ouuuu"" by bc i WILL BLOCK YOU ))",blush,weary
That's a bet,heart_eyes,blush
I bet,wink,weary
facts,wink,grin
i bet,sob,weary
I get 1 on Thursdays from mcdonalds,sob,weary
Lowkey craving some Starbucks rn,yum,weary
I bet u she will and if she don't I will,blush,smirk
"bet say less, let me know",blush,weary
Pumpkin spice is back at Starbucks,heart_eyes,weary
God ...bet watchin you jog is heaven lol slow tho cause to fast and you gettin hurt,yum,sob
Girl,heart_eyes,sob
lol bet,sob,wink
Subway,heart_eyes,yum
I bet,yum,weary
DD you love Diaz I bet your dead,sob,heart_eyes
that's a bet,blush,smirk
right then gon try to bet on the first game,sob,smirk
I bet you look beautiful,weary,heart_eyes
when buys your Starbucks drink,flushed,sob
BRUH I didn't know there was a subway in the EUC,sob,weary
you bet,yum,blush
lisette just showed up at my house with Starbucks and balloons,heart_eyes,sob
iight bet ️,relaxed,smirk
I bet most of my ex friends dont know why we stopped being friends but then again ur not my problem soit ️,relaxed,weary
did we really drive 2 1/2 hours for a drive thru safari??? you bet giraffe we did.,wink,weary
New study place,blush,sob
Sounds good,yum,blush
The Lowes,blush,smirk
ard bet,sob,smirk
look what I found at the Saratoga Starbucks this morning. Upstander drink sleeves!,blush,yum
I want Starbucks,sob,weary
Let's go,weary,sob
Dunkin' coffee over Starbucks,grin,heart_eyes
Bet why,grin,weary
amen dominos deliverers hot and ready's️,relaxed,grin
bet we gone see,smirk,blush
I bet it smells like roses,heart_eyes,blush
me &amp; made a bet &amp; ima win.,blush,smirk
I bet you would,grin,wink
Subway is life,heart_eyes,weary
"bet nobody you been w even know you a freak, you know you only do that w me",wink,blush
Lol the last time I went to Walmart was when we FaceTimed and you got mad I had only a tank top on I miss you,heart_eyes,weary
And boys that make decision without the boyfriend committee . I bet you all are worse .,blush,smirk
This ain't Randolph county,sob,blush
craving starbucks,weary,sob
Rd bet,sob,blush
Woah,flushed,weary
"dude. that's all i can say is dude, bet not ever try me like that",flushed,blush
"Her: ""okay daddy, come here"" Me: ""bet, I'm omw"" Her: ""too bad I'm not that easy"" Me:",yum,blush
I bet y'all are happy we have police now,wink,weary
I bet he did,grin,wink
get soooo many mcdonalds nd milkshakes,yum,weary
that's a bet,blush,smirk
that's a bet,heart_eyes,smirk
McDonalds,yum,heart_eyes
I Bet,blush,sob
big bet,smirk,wink
My brightness was all the way down &amp; I thought I was taking a picture of my Starbucks,sob,yum
Fire drill when it's pouring rain? You bet ya cause we are linn-mar!!,heart_eyes,wink
Subway.!,yum,blush
I shoulda bet on the Giants game man,sob,flushed
when starbucks plays frank sinatra,heart_eyes,weary
i'm good,sob,weary
I got money lets go to Starbucks,wink,yum
i bet they chins are too RT : my sisters genes strong af,heart_eyes,blush
Bet Tht Up Then,wink,blush
I Bet Jamaica Is So Happy Having Nash Grier In It Waiting For You Nashy Here In Egypt ...Love Ya,heart_eyes,grin
fuck meeeeee I'll try this next time,weary,sob
Dammmmmm a big mac from subway sounds bomb rn,weary,blush
I want starbucks,weary,sob
i'm at mcdonalds and they are playing black magic,weary,relaxed
The Starbucks I'm at is playing Scarlet,heart_eyes,weary
I bet you snorting up a storm,sob,heart_eyes
I bet,smirk,weary
Starbucks sounds good rn,yum,weary
slide some free pizza my waaaay ️️,weary,sob
Sweet tea from mcdonalds sounds so good rn,weary,blush
"put another bitch in my position, bet she fold on you",wink,smirk
Aiman i almost puke,weary,yum
They cookies,yum,wink
"I bet Oregon is kicking themselves for losing. Then again since they never kick, maybe not.#Huskers #GBR",wink,blush
that's a bet and always holidays,grin,blush
"Starbucks barista when I pulled out my credit card ""Just slip it in""",flushed,weary
- I Bet Bread He White. Lmaaaooo RT : The dude next to me smells like dog shit,weary,blush
someone swoop me I want Starbucks,blush,weary
Yeah,blush,weary
Starbucks,heart_eyes,yum
Wanna bet?,smirk,blush
Lord I bet this gone be some raw shit ..,heart_eyes,blush
I bet you fell out,sob,weary
